,Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,Season
3838,Devin Vassell,SAS,vs.LAL,2020-12-30,L,13,3,1,3,33.3,1,2,50.0,0,0,-,0,2,2,0,1,0,0,0,-10,2020-21
3839,Drew Eubanks,SAS,vs.LAL,2020-12-30,L,24,4,2,8,25.0,0,0,-,0,0,-,1,4,5,0,0,2,0,5,-13,2020-21
3840,Kyle Kuzma,LAL,@SAS,2020-12-30,W,24,6,2,7,28.6,1,4,25.0,1,2,50.0,0,6,6,4,1,0,2,2,10,2020-21
3841,Dejounte Murray,SAS,vs.LAL,2020-12-30,L,35,29,12,19,63.2,2,3,66.7,3,3,100,0,7,7,7,1,0,4,3,-3,2020-21
3842,Montrezl Harrell,LAL,@SAS,2020-12-30,W,23,10,2,5,40.0,0,0,-,6,8,75.0,3,6,9,1,0,0,2,3,6,2020-21
3843,Markieff Morris,LAL,@SAS,2020-12-30,W,19,2,1,3,33.3,0,2,0.0,0,0,-,0,6,6,1,0,0,1,3,-6,2020-21
3844,Wesley Matthews,LAL,@SAS,2020-12-30,W,22,18,6,6,100,6,6,100,0,0,-,1,1,2,0,0,0,0,3,8,2020-21
3845,Patty Mills,SAS,vs.LAL,2020-12-30,L,22,12,3,7,42.9,2,5,40.0,4,4,100,1,2,3,4,2,0,0,1,-9,2020-21
3846,Rudy Gay,SAS,vs.LAL,2020-12-30,L,25,8,3,10,30.0,2,7,28.6,0,0,-,1,2,3,1,1,1,0,0,-6,2020-21
3847,LeBron James,LAL,@SAS,2020-12-30,W,35,26,11,23,47.8,1,3,33.3,3,5,60.0,0,5,5,8,1,1,2,1,-1,2020-21
3848,Anthony Davis,LAL,@SAS,2020-12-30,W,32,20,9,15,60.0,0,2,0.0,2,2,100,1,7,8,3,0,2,1,3,17,2020-21
3849,Tre Jones,SAS,vs.LAL,2020-12-30,L,1,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,2020-21
3850,Luka Samanic,SAS,vs.LAL,2020-12-30,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,2020-21
3851,Keldon Johnson,SAS,vs.LAL,2020-12-30,L,24,7,3,9,33.3,1,2,50.0,0,0,-,1,2,3,3,0,0,2,3,-4,2020-21
3852,Lonnie Walker IV,SAS,vs.LAL,2020-12-30,L,33,11,4,12,33.3,1,4,25.0,2,4,50.0,0,4,4,3,1,0,2,1,-3,2020-21
3853,Keita Bates-Diop,SAS,vs.LAL,2020-12-30,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,2020-21
3854,Jakob Poeltl,SAS,vs.LAL,2020-12-30,L,24,8,4,5,80.0,0,0,-,0,2,0.0,3,4,7,1,1,0,0,3,-1,2020-21
3855,DeMar DeRozan,SAS,vs.LAL,2020-12-30,L,36,23,7,12,58.3,1,1,100,8,10,80.0,0,5,5,6,1,1,2,2,-12,2020-21
3856,Alfonzo McKinnie,LAL,@SAS,2020-12-30,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3,2020-21
3857,Quinn Cook,LAL,@SAS,2020-12-30,W,1,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,3,2020-21
3858,Kentavious Caldwell-Pope,LAL,@SAS,2020-12-30,W,26,10,3,5,60.0,2,3,66.7,2,2,100,0,2,2,2,1,0,0,3,6,2020-21
3859,Dennis Schroder,LAL,@SAS,2020-12-30,W,34,21,9,15,60.0,3,5,60.0,0,0,-,1,3,4,4,1,0,5,3,13,2020-21
3860,Jared Dudley,LAL,@SAS,2020-12-30,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3,2020-21
3861,Marc Gasol,LAL,@SAS,2020-12-30,W,21,5,2,2,100,0,0,-,1,1,100,1,4,5,2,0,0,4,3,8,2020-21
3862,Khris Middleton,MIL,@MIA,2020-12-30,L,37,8,3,15,20.0,0,4,0.0,2,2,100,0,7,7,9,1,0,2,5,-9,2020-21
3863,Pat Connaughton,MIL,@MIA,2020-12-30,L,17,12,4,6,66.7,4,6,66.7,0,0,-,0,3,3,0,1,0,0,0,-3,2020-21
3864,Precious Achiuwa,MIA,vs.MIL,2020-12-30,W,12,0,0,2,0.0,0,0,-,0,0,-,3,2,5,0,0,1,3,2,-2,2020-21
3865,Kelly Olynyk,MIA,vs.MIL,2020-12-30,W,29,15,5,10,50.0,3,7,42.9,2,2,100,3,5,8,4,0,1,3,2,16,2020-21
3866,Thanasis Antetokounmpo,MIL,@MIA,2020-12-30,L,11,4,2,4,50.0,0,0,-,0,0,-,1,1,2,0,0,1,1,4,-5,2020-21
3867,Bobby Portis,MIL,@MIA,2020-12-30,L,18,11,4,8,50.0,1,2,50.0,2,2,100,1,1,2,0,1,1,0,1,-11,2020-21
3868,Giannis Antetokounmpo,MIL,@MIA,2020-12-30,L,38,26,10,18,55.6,2,6,33.3,4,4,100,2,11,13,10,3,1,4,3,-5,2020-21
3869,Bryn Forbes,MIL,@MIA,2020-12-30,L,16,9,4,6,66.7,1,3,33.3,0,1,0.0,1,2,3,0,0,0,2,1,0,2020-21
3870,Jrue Holiday,MIL,@MIA,2020-12-30,L,34,13,4,15,26.7,3,7,42.9,2,2,100,1,3,4,5,2,1,0,5,-1,2020-21
3871,D.J. Augustin,MIL,@MIA,2020-12-30,L,13,3,1,5,20.0,1,3,33.3,0,0,-,0,0,0,1,1,0,1,1,-12,2020-21
3872,Kendrick Nunn,MIA,vs.MIL,2020-12-30,W,9,3,1,3,33.3,0,1,0.0,1,1,100,0,0,0,1,1,0,1,0,-7,2020-21
3873,Duncan Robinson,MIA,vs.MIL,2020-12-30,W,24,9,2,4,50.0,2,4,50.0,3,3,100,0,3,3,0,2,0,2,1,4,2020-21
3874,Bam Adebayo,MIA,vs.MIL,2020-12-30,W,35,22,7,13,53.8,0,0,-,8,10,80.0,1,7,8,10,1,2,2,1,11,2020-21
3875,Maurice Harkless,MIA,vs.MIL,2020-12-30,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2020-21
3876,Avery Bradley,MIA,vs.MIL,2020-12-30,W,30,16,6,11,54.5,2,6,33.3,2,2,100,0,2,2,0,1,0,1,2,2,2020-21
3877,Donte DiVincenzo,MIL,@MIA,2020-12-30,L,30,15,5,14,35.7,3,7,42.9,2,2,100,4,1,5,1,3,1,3,2,-4,2020-21
3878,Tyler Herro,MIA,vs.MIL,2020-12-30,W,39,21,8,13,61.5,2,6,33.3,3,4,75.0,1,14,15,4,0,0,4,3,10,2020-21
3879,Gabe Vincent,MIA,vs.MIL,2020-12-30,W,15,7,2,6,33.3,2,5,40.0,1,1,100,0,2,2,2,0,0,0,4,10,2020-21
3880,Goran Dragic,MIA,vs.MIL,2020-12-30,W,27,26,9,17,52.9,4,7,57.1,4,6,66.7,2,3,5,2,0,0,4,2,14,2020-21
3881,Andre Iguodala,MIA,vs.MIL,2020-12-30,W,20,0,0,3,0.0,0,3,0.0,0,0,-,0,4,4,2,0,1,2,1,-3,2020-21
3882,Brook Lopez,MIL,@MIA,2020-12-30,L,26,7,3,11,27.3,1,3,33.3,0,0,-,6,2,8,0,2,1,0,3,-5,2020-21
3883,Jeff Teague,BOS,vs.MEM,2020-12-30,W,21,4,2,6,33.3,0,2,0.0,0,0,-,0,5,5,4,4,0,1,1,22,2020-21
3884,Desmond Bane,MEM,@BOS,2020-12-30,L,32,16,6,11,54.5,3,6,50.0,1,1,100,2,2,4,0,2,0,2,2,-10,2020-21
3885,Tremont Waters,BOS,vs.MEM,2020-12-30,W,6,4,1,1,100,0,0,-,2,2,100,0,0,0,2,2,0,2,0,-7,2020-21
3886,Marcus Smart,BOS,vs.MEM,2020-12-30,W,26,14,5,11,45.5,4,9,44.4,0,0,-,0,2,2,4,3,1,2,1,8,2020-21
3887,Jaylen Brown,BOS,vs.MEM,2020-12-30,W,29,42,15,21,71.4,7,10,70.0,5,6,83.3,1,4,5,4,1,0,4,1,22,2020-21
3888,Jayson Tatum,BOS,vs.MEM,2020-12-30,W,23,16,6,12,50.0,3,5,60.0,1,1,100,0,4,4,3,1,0,0,0,29,2020-21
3889,Payton Pritchard,BOS,vs.MEM,2020-12-30,W,21,8,4,6,66.7,0,0,-,0,0,-,0,2,2,3,2,0,1,3,10,2020-21
3890,Grant Williams,BOS,vs.MEM,2020-12-30,W,21,2,1,4,25.0,0,2,0.0,0,0,-,0,2,2,0,2,0,0,4,1,2020-21
3891,Daniel Theis,BOS,vs.MEM,2020-12-30,W,19,12,5,7,71.4,0,1,0.0,2,3,66.7,2,3,5,2,1,2,2,4,-2,2020-21
3892,Dillon Brooks,MEM,@BOS,2020-12-30,L,28,16,6,18,33.3,2,9,22.2,2,2,100,3,2,5,2,1,0,3,2,-18,2020-21
3893,Semi Ojeleye,BOS,vs.MEM,2020-12-30,W,12,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,0,0,0,0,0,4,2020-21
3894,Sean McDermott,MEM,@BOS,2020-12-30,L,21,4,1,4,25.0,0,2,0.0,2,2,100,2,1,3,2,0,0,1,1,3,2020-21
3895,Robert Williams III,BOS,vs.MEM,2020-12-30,W,23,6,3,4,75.0,0,0,-,0,0,-,4,6,10,2,1,4,2,2,28,2020-21
3896,Tacko Fall,BOS,vs.MEM,2020-12-30,W,6,2,0,1,0.0,0,0,-,2,2,100,1,0,1,0,0,2,0,0,-7,2020-21
3897,Gorgui Dieng,MEM,@BOS,2020-12-30,L,24,17,6,10,60.0,2,5,40.0,3,3,100,2,4,6,2,1,0,0,2,-6,2020-21
3898,Tyus Jones,MEM,@BOS,2020-12-30,L,23,6,3,7,42.9,0,2,0.0,0,0,-,0,2,2,2,2,1,1,0,-24,2020-21
3899,Grayson Allen,MEM,@BOS,2020-12-30,L,12,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,2,0,0,1,0,-16,2020-21
3900,Carsen Edwards,BOS,vs.MEM,2020-12-30,W,12,9,4,8,50.0,1,3,33.3,0,0,-,1,2,3,2,0,1,1,2,-6,2020-21
3901,Brandon Clarke,MEM,@BOS,2020-12-30,L,26,10,4,13,30.8,0,2,0.0,2,6,33.3,1,6,7,1,1,1,1,1,-7,2020-21
3902,Jonas Valanciunas,MEM,@BOS,2020-12-30,L,24,20,7,11,63.6,1,1,100,5,7,71.4,4,7,11,1,0,0,5,2,-13,2020-21
3903,Kyle Anderson,MEM,@BOS,2020-12-30,L,28,9,3,11,27.3,0,4,0.0,3,4,75.0,0,4,4,9,0,1,8,2,-7,2020-21
3904,John Konchar,MEM,@BOS,2020-12-30,L,23,9,4,7,57.1,1,1,100,0,0,-,0,3,3,5,1,0,0,1,3,2020-21
3905,Aaron Nesmith,BOS,vs.MEM,2020-12-30,W,20,5,2,7,28.6,1,5,20.0,0,0,-,1,2,3,1,0,1,1,3,-7,2020-21
3906,Bogdan Bogdanovic,ATL,@BKN,2020-12-30,L,29,22,7,14,50.0,6,11,54.5,2,2,100,0,4,4,1,1,0,0,2,-6,2020-21
3907,Solomon Hill,ATL,@BKN,2020-12-30,L,17,9,3,6,50.0,3,5,60.0,0,0,-,1,1,2,0,0,0,1,3,-9,2020-21
3908,Caris LeVert,BKN,vs.ATL,2020-12-30,W,24,10,4,13,30.8,2,6,33.3,0,0,-,2,2,4,8,0,0,1,1,11,2020-21
3909,Landry Shamet,BKN,vs.ATL,2020-12-30,W,17,14,5,5,100,2,2,100,2,2,100,1,0,1,0,1,0,0,2,11,2020-21
3910,De'Andre Hunter,ATL,@BKN,2020-12-30,L,33,11,4,13,30.8,3,9,33.3,0,0,-,2,6,8,3,1,0,0,6,3,2020-21
3911,Jarrett Allen,BKN,vs.ATL,2020-12-30,W,24,15,6,7,85.7,0,0,-,3,5,60.0,5,8,13,1,0,0,2,3,8,2020-21
3912,Kevin Durant,BKN,vs.ATL,2020-12-30,W,35,33,11,22,50.0,2,6,33.3,9,9,100,1,10,11,9,1,1,4,1,1,2020-21
3913,Taurean Prince,BKN,vs.ATL,2020-12-30,W,19,12,5,5,100,2,2,100,0,0,-,0,3,3,1,1,0,0,1,7,2020-21
3914,John Collins,ATL,@BKN,2020-12-30,L,31,30,12,20,60.0,2,5,40.0,4,5,80.0,4,6,10,1,1,0,1,4,5,2020-21
3915,Kevin Huerter,ATL,@BKN,2020-12-30,L,21,7,3,6,50.0,1,2,50.0,0,0,-,1,1,2,4,1,0,0,0,-10,2020-21
3916,Danilo Gallinari,ATL,@BKN,2020-12-30,L,3,5,2,2,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,1,2020-21
3917,Clint Capela,ATL,@BKN,2020-12-30,L,20,7,3,7,42.9,0,0,-,1,2,50.0,3,9,12,0,0,1,1,0,1,2020-21
3918,Bruno Fernando,ATL,@BKN,2020-12-30,L,6,0,0,0,-,0,0,-,0,0,-,1,3,4,0,0,0,1,0,-4,2020-21
3919,Trae Young,ATL,@BKN,2020-12-30,L,32,30,8,18,44.4,0,4,0.0,14,16,87.5,3,3,6,11,0,0,5,0,5,2020-21
3920,Cam Reddish,ATL,@BKN,2020-12-30,L,32,20,5,11,45.5,2,7,28.6,8,10,80.0,1,2,3,1,0,1,1,3,3,2020-21
3921,Jeff Green,BKN,vs.ATL,2020-12-30,W,14,5,2,3,66.7,1,2,50.0,0,1,0.0,0,2,2,1,0,0,0,2,8,2020-21
3922,Timothe Luwawu-Cabarrot,BKN,vs.ATL,2020-12-30,W,26,3,1,5,20.0,1,4,25.0,0,0,-,0,1,1,2,0,0,0,2,-5,2020-21
3923,DeAndre Jordan,BKN,vs.ATL,2020-12-30,W,15,5,2,2,100,0,0,-,1,2,50.0,0,1,1,0,1,1,0,3,-8,2020-21
3924,Rajon Rondo,ATL,@BKN,2020-12-30,L,16,0,0,2,0.0,0,2,0.0,0,0,-,1,1,2,6,1,0,2,1,-9,2020-21
3925,Joe Harris,BKN,vs.ATL,2020-12-30,W,31,23,8,11,72.7,6,8,75.0,1,2,50.0,0,2,2,2,0,1,0,5,-7,2020-21
3926,Kyrie Irving,BKN,vs.ATL,2020-12-30,W,34,25,10,27,37.0,3,11,27.3,2,2,100,0,2,2,6,2,0,1,4,-6,2020-21
3927,JaVale McGee,CLE,vs.NYK,2020-12-29,L,16,11,5,7,71.4,1,1,100,0,0,-,5,4,9,0,1,1,2,1,-5,2020-21
3928,Dante Exum,CLE,vs.NYK,2020-12-29,L,16,0,0,5,0.0,0,3,0.0,0,0,-,0,1,1,2,1,1,1,0,-5,2020-21
3929,Darius Garland,CLE,vs.NYK,2020-12-29,L,37,17,6,18,33.3,3,8,37.5,2,2,100,1,4,5,6,2,0,1,4,-5,2020-21
3930,Andre Drummond,CLE,vs.NYK,2020-12-29,L,33,18,7,13,53.8,0,1,0.0,4,10,40.0,5,12,17,2,3,6,4,5,-5,2020-21
3931,Reggie Bullock,NYK,@CLE,2020-12-29,W,41,17,6,13,46.2,5,9,55.6,0,0,-,1,6,7,0,1,1,3,3,4,2020-21
3932,Elfrid Payton,NYK,@CLE,2020-12-29,W,36,14,6,15,40.0,2,4,50.0,0,2,0.0,3,5,8,7,0,0,5,2,11,2020-21
3933,Frank Ntilikina,NYK,@CLE,2020-12-29,W,16,5,2,5,40.0,1,3,33.3,0,1,0.0,1,2,3,3,2,0,1,2,3,2020-21
3934,Cedi Osman,CLE,vs.NYK,2020-12-29,L,29,6,2,12,16.7,0,5,0.0,2,2,100,1,0,1,3,0,0,1,2,-14,2020-21
3935,Nerlens Noel,NYK,@CLE,2020-12-29,W,16,4,1,3,33.3,0,0,-,2,2,100,3,4,7,0,2,3,3,1,1,2020-21
3936,Julius Randle,NYK,@CLE,2020-12-29,W,44,28,9,16,56.3,4,4,100,6,10,60.0,1,11,12,11,1,0,9,4,3,2020-21
3937,Larry Nance Jr.,CLE,vs.NYK,2020-12-29,L,43,9,4,11,36.4,1,6,16.7,0,0,-,1,5,6,3,4,2,1,2,1,2020-21
3938,Damyean Dotson,CLE,vs.NYK,2020-12-29,L,22,5,2,5,40.0,1,4,25.0,0,0,-,0,2,2,2,0,0,0,0,0,2020-21
3939,Mitchell Robinson,NYK,@CLE,2020-12-29,W,32,9,4,9,44.4,0,0,-,1,2,50.0,4,6,10,0,1,2,1,4,8,2020-21
3940,Collin Sexton,CLE,vs.NYK,2020-12-29,L,41,20,6,17,35.3,1,4,25.0,7,8,87.5,1,1,2,4,1,0,2,2,-7,2020-21
3941,Dean Wade,CLE,vs.NYK,2020-12-29,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,1,1,-5,2020-21
3942,Kevin Knox II,NYK,@CLE,2020-12-29,W,16,6,2,3,66.7,2,2,100,0,0,-,0,1,1,0,0,0,1,3,14,2020-21
3943,RJ Barrett,NYK,@CLE,2020-12-29,W,39,12,4,15,26.7,0,3,0.0,4,4,100,1,6,7,2,2,0,2,2,1,2020-21
3944,Tristan Thompson,BOS,@IND,2020-12-29,W,27,14,5,7,71.4,0,0,-,4,4,100,7,3,10,1,0,0,1,4,4,2020-21
3945,Marcus Smart,BOS,@IND,2020-12-29,W,32,17,3,10,30.0,3,6,50.0,8,10,80.0,1,0,1,5,1,1,0,1,-4,2020-21
3946,Jaylen Brown,BOS,@IND,2020-12-29,W,34,20,7,13,53.8,1,2,50.0,5,10,50.0,0,2,2,2,4,0,1,2,-1,2020-21
3947,Domantas Sabonis,IND,vs.BOS,2020-12-29,L,37,14,5,12,41.7,1,2,50.0,3,4,75.0,2,9,11,8,2,1,2,3,-15,2020-21
3948,Jayson Tatum,BOS,@IND,2020-12-29,W,40,27,9,17,52.9,1,3,33.3,8,10,80.0,0,11,11,4,3,0,4,1,19,2020-21
3949,Aaron Holiday,IND,vs.BOS,2020-12-29,L,14,5,2,3,66.7,1,1,100,0,0,-,0,1,1,2,0,0,0,2,-8,2020-21
3950,T.J. McConnell,IND,vs.BOS,2020-12-29,L,13,2,1,1,100,0,0,-,0,0,-,1,4,5,3,0,0,2,0,-5,2020-21
3951,Robert Williams III,BOS,@IND,2020-12-29,W,11,8,4,4,100,0,0,-,0,0,-,1,4,5,0,0,0,1,1,10,2020-21
3952,Javonte Green,BOS,@IND,2020-12-29,W,21,7,3,5,60.0,1,3,33.3,0,0,-,2,1,3,1,0,0,1,0,3,2020-21
3953,T.J. Warren,IND,vs.BOS,2020-12-29,L,30,17,7,13,53.8,0,2,0.0,3,4,75.0,0,2,2,0,1,0,2,6,-12,2020-21
3954,Justin Holiday,IND,vs.BOS,2020-12-29,L,26,12,5,9,55.6,2,5,40.0,0,0,-,0,1,1,0,4,0,2,3,-5,2020-21
3955,Malcolm Brogdon,IND,vs.BOS,2020-12-29,L,35,19,7,15,46.7,3,9,33.3,2,2,100,1,2,3,7,0,0,2,4,0,2020-21
3956,Myles Turner,IND,vs.BOS,2020-12-29,L,32,16,5,9,55.6,3,6,50.0,3,4,75.0,0,6,6,0,2,3,2,3,6,2020-21
3957,Payton Pritchard,BOS,@IND,2020-12-29,W,27,10,4,8,50.0,0,2,0.0,2,3,66.7,0,5,5,5,1,0,3,1,3,2020-21
3958,Daniel Theis,BOS,@IND,2020-12-29,W,23,4,2,8,25.0,0,2,0.0,0,0,-,1,3,4,1,0,1,1,2,-8,2020-21
3959,Grant Williams,BOS,@IND,2020-12-29,W,5,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,1,1,-10,2020-21
3960,Doug McDermott,IND,vs.BOS,2020-12-29,L,20,2,1,4,25.0,0,2,0.0,0,0,-,0,1,1,1,0,0,0,1,9,2020-21
3961,Jeff Teague,BOS,@IND,2020-12-29,W,19,6,2,7,28.6,2,3,66.7,0,0,-,0,2,2,2,1,1,1,3,9,2020-21
3962,Victor Oladipo,IND,vs.BOS,2020-12-29,L,34,24,10,18,55.6,2,6,33.3,2,2,100,0,6,6,6,0,1,2,3,5,2020-21
3963,Will Barton,DEN,@SAC,2020-12-29,L,22,7,3,8,37.5,1,1,100,0,0,-,1,3,4,1,0,0,1,1,-11,2020-21
3964,Nemanja Bjelica,SAC,vs.DEN,2020-12-29,W,21,12,4,8,50.0,2,4,50.0,2,3,66.7,0,5,5,1,0,0,1,3,-1,2020-21
3965,Paul Millsap,DEN,@SAC,2020-12-29,L,28,5,1,4,25.0,0,0,-,3,5,60.0,0,4,4,2,0,0,1,0,5,2020-21
3966,Zeke Nnaji,DEN,@SAC,2020-12-29,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2020-21
3967,Markus Howard,DEN,@SAC,2020-12-29,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2020-21
3968,Hassan Whiteside,SAC,vs.DEN,2020-12-29,W,13,6,2,7,28.6,0,0,-,2,2,100,2,3,5,0,0,0,0,3,-9,2020-21
3969,Marvin Bagley III,SAC,vs.DEN,2020-12-29,W,23,18,6,12,50.0,2,5,40.0,4,6,66.7,0,2,2,1,1,0,0,2,3,2020-21
3970,Cory Joseph,SAC,vs.DEN,2020-12-29,W,23,7,2,6,33.3,1,3,33.3,2,2,100,0,0,0,2,1,0,0,3,2,2020-21
3971,Richaun Holmes,SAC,vs.DEN,2020-12-29,W,32,20,10,13,76.9,0,0,-,0,1,0.0,2,3,5,3,2,1,1,2,16,2020-21
3972,Isaiah Hartenstein,DEN,@SAC,2020-12-29,L,9,3,1,3,33.3,0,0,-,1,2,50.0,1,2,3,1,0,0,2,1,-11,2020-21
3973,PJ Dozier,DEN,@SAC,2020-12-29,L,17,8,3,4,75.0,2,2,100,0,0,-,0,4,4,1,0,2,0,0,-12,2020-21
3974,Michael Porter Jr.,DEN,@SAC,2020-12-29,L,40,30,12,18,66.7,4,7,57.1,2,2,100,4,6,10,1,0,2,0,4,-9,2020-21
3975,Buddy Hield,SAC,vs.DEN,2020-12-29,W,35,12,4,10,40.0,3,7,42.9,1,1,100,1,7,8,3,0,0,2,2,8,2020-21
3976,Gary Harris,DEN,@SAC,2020-12-29,L,31,11,5,11,45.5,1,5,20.0,0,0,-,0,1,1,0,1,0,1,1,0,2020-21
3977,Harrison Barnes,SAC,vs.DEN,2020-12-29,W,33,13,5,16,31.3,3,6,50.0,0,0,-,5,1,6,8,0,0,2,0,4,2020-21
3978,Tyrese Haliburton,SAC,vs.DEN,2020-12-29,W,25,13,5,7,71.4,3,4,75.0,0,0,-,1,2,3,6,3,0,2,1,20,2020-21
3979,R.J. Hampton,DEN,@SAC,2020-12-29,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2020-21
3980,Monte Morris,DEN,@SAC,2020-12-29,L,37,24,10,15,66.7,2,6,33.3,2,2,100,0,1,1,4,2,1,1,2,1,2020-21
3981,Facundo Campazzo,DEN,@SAC,2020-12-29,L,13,1,0,3,0.0,0,3,0.0,1,2,50.0,0,2,2,5,2,0,3,4,-10,2020-21
3982,Nikola Jokic,DEN,@SAC,2020-12-29,L,39,26,9,14,64.3,1,3,33.3,7,7,100,1,9,10,12,2,0,10,4,1,2020-21
3983,Bol Bol,DEN,@SAC,2020-12-29,L,4,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-4,2020-21
3984,De'Aaron Fox,SAC,vs.DEN,2020-12-29,W,35,24,8,15,53.3,2,4,50.0,6,7,85.7,1,2,3,9,2,1,2,2,7,2020-21
3985,JJ Redick,NOP,@PHX,2020-12-29,L,18,2,1,5,20.0,0,2,0.0,0,0,-,0,1,1,0,1,0,1,3,-11,2020-21
3986,Brandon Ingram,NOP,@PHX,2020-12-29,L,28,13,6,11,54.5,1,5,20.0,0,0,-,0,6,6,6,1,0,4,0,-25,2020-21
3987,Cameron Payne,PHX,vs.NOP,2020-12-29,W,23,13,5,9,55.6,3,6,50.0,0,0,-,0,2,2,7,0,0,0,3,16,2020-21
3988,Langston Galloway,PHX,vs.NOP,2020-12-29,W,12,3,1,4,25.0,1,4,25.0,0,0,-,0,0,0,1,0,0,0,0,7,2020-21
3989,Nickeil Alexander-Walker,NOP,@PHX,2020-12-29,L,22,11,4,10,40.0,0,1,0.0,3,3,100,0,0,0,4,1,0,1,4,-9,2020-21
3990,Lonzo Ball,NOP,@PHX,2020-12-29,L,23,7,3,12,25.0,1,7,14.3,0,0,-,0,0,0,1,0,0,3,2,-22,2020-21
3991,Willy Hernangomez,NOP,@PHX,2020-12-29,L,7,1,0,1,0.0,0,0,-,1,4,25.0,0,4,4,1,0,0,0,0,12,2020-21
3992,Josh Hart,NOP,@PHX,2020-12-29,L,22,3,1,2,50.0,0,1,0.0,1,2,50.0,0,6,6,0,0,0,0,1,-20,2020-21
3993,Sindarius Thornwell,NOP,@PHX,2020-12-29,L,7,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,1,0,0,0,12,2020-21
3994,Nicolo Melli,NOP,@PHX,2020-12-29,L,16,5,2,4,50.0,1,3,33.3,0,0,-,1,7,8,1,0,0,2,2,2,2020-21
3995,Ty-Shon Alexander,PHX,vs.NOP,2020-12-29,W,4,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,-6,2020-21
3996,Cameron Johnson,PHX,vs.NOP,2020-12-29,W,22,18,6,13,46.2,4,10,40.0,2,2,100,0,2,2,0,1,2,0,2,23,2020-21
3997,Kira Lewis Jr.,NOP,@PHX,2020-12-29,L,10,4,2,7,28.6,0,2,0.0,0,0,-,0,0,0,1,1,0,0,0,10,2020-21
3998,Chris Paul,PHX,vs.NOP,2020-12-29,W,23,9,2,4,50.0,1,2,50.0,4,4,100,1,1,2,9,0,0,2,1,19,2020-21
3999,Jevon Carter,PHX,vs.NOP,2020-12-29,W,19,0,0,5,0.0,0,3,0.0,0,0,-,0,1,1,1,0,0,0,1,-3,2020-21
4000,E'Twaun Moore,PHX,vs.NOP,2020-12-29,W,6,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,2,1,-13,2020-21
4001,Deandre Ayton,PHX,vs.NOP,2020-12-29,W,26,13,6,11,54.5,0,0,-,1,1,100,5,7,12,0,0,1,0,1,16,2020-21
4002,Jae Crowder,PHX,vs.NOP,2020-12-29,W,21,21,6,11,54.5,5,8,62.5,4,4,100,1,1,2,1,1,0,0,3,15,2020-21
4003,Dario Saric,PHX,vs.NOP,2020-12-29,W,14,10,3,4,75.0,2,3,66.7,2,2,100,0,4,4,1,1,0,3,1,21,2020-21
4004,Frank Kaminsky,PHX,vs.NOP,2020-12-29,W,7,3,1,4,25.0,0,0,-,1,2,50.0,1,1,2,0,0,0,0,0,-12,2020-21
4005,Devin Booker,PHX,vs.NOP,2020-12-29,W,26,8,3,9,33.3,2,7,28.6,0,0,-,0,6,6,3,2,0,2,3,24,2020-21
4006,Mikal Bridges,PHX,vs.NOP,2020-12-29,W,30,13,4,7,57.1,1,2,50.0,4,4,100,2,5,7,0,2,0,0,1,31,2020-21
4007,Damian Jones,PHX,vs.NOP,2020-12-29,W,6,0,0,0,-,0,0,-,0,0,-,2,0,2,0,0,1,1,0,-13,2020-21
4008,Jaxson Hayes,NOP,@PHX,2020-12-29,L,12,0,0,0,-,0,0,-,0,0,-,2,4,6,1,1,2,0,0,-14,2020-21
4009,Zion Williamson,NOP,@PHX,2020-12-29,L,29,20,9,13,69.2,0,0,-,2,6,33.3,1,1,2,0,1,0,1,1,-27,2020-21
4010,Steven Adams,NOP,@PHX,2020-12-29,L,23,11,5,5,100,0,0,-,1,2,50.0,3,5,8,1,0,1,4,1,-15,2020-21
4011,Eric Bledsoe,NOP,@PHX,2020-12-29,L,24,7,3,5,60.0,0,2,0.0,1,1,100,0,0,0,2,1,0,0,0,-18,2020-21
